fecha;maxima;minima;estacion
3/1/2022;32.4;9.8;RIO GRANDE
4/1/2022;21.7;15.0;AEROPARQUE AERO
4/1/2022;31.7;1.1;LAS LOMITAS
4/1/2022;31.8;4.0;RIO GRANDE
5/1/2022;27.9;1.4;AEROPARQUE AERO
5/1/2022;33.3;13.1;LAS LOMITAS
5/1/2022;21.8;1.2;RIO GRANDE
6/1/2022;38.9;10.4;AEROPARQUE AERO
6/1/2022;37.0;8.9;LAS LOMITAS
6/1/2022;31.2;15.3;RIO GRANDE
7/1/2022;22.1;6.1;AEROPARQUE AERO
7/1/2022;31.4;0.1;LAS LOMITAS
7/1/2022;37.3;11.2;RIO GRANDE
8/1/2022;28.2;9.9;AEROPARQUE AERO
8/1/2022;28.9;8.7;LAS LOMITAS
8/1/2022;22.0;8.3;RIO GRANDE
9/1/2022;31.0;15.7;AEROPARQUE AERO
9/1/2022;23.0;6.6;LAS LOMITAS
9/1/2022;32.4;7.0;RIO GRANDE
10/1/2022;36.8;8.2;AEROPARQUE AERO
10/1/2022;27.5;14.2;LAS LOMITAS
10/1/2022;23.8;6.8;RIO GRANDE
11/1/2022;38.8;11.1;AEROPARQUE AERO
11/1/2022;33.0;8.1;LAS LOMITAS
11/1/2022;35.7;14.6;RIO GRANDE
12/1/2022;24.9;18.6;AEROPARQUE AERO
12/1/2022;25.2;4.3;LAS LOMITAS
12/1/2022;27.9;17.2;RIO GRANDE
13/1/2022;22.1;3.1;AEROPARQUE AERO
13/1/2022;26.1;4.6;LAS LOMITAS
13/1/2022;34.0;18.0;RIO GRANDE
14/1/2022;23.7;6.4;AEROPARQUE AERO
14/1/2022;37.7;1.9;LAS LOMITAS
14/1/2022;35.4;16.5;RIO GRANDE
15/1/2022;22.9;4.9;AEROPARQUE AERO
15/1/2022;29.6;6.0;LAS LOMITAS
15/1/2022;29.6;4.9;RIO GRANDE
16/1/2022;26.7;2.9;AEROPARQUE AERO
16/1/2022;23.3;15.4;LAS LOMITAS
16/1/2022;21.9;13.8;RIO GRANDE
17/1/2022;37.8;0.8;AEROPARQUE AERO
17/1/2022;21.5;19.2;LAS LOMITAS
17/1/2022;26.3;5.7;RIO GRANDE
18/1/2022;29.3;18.8;AEROPARQUE AERO
18/1/2022;21.3;17.7;LAS LOMITAS
18/1/2022;23.5;11.5;RIO GRANDE
19/1/2022;27.1;19.2;AEROPARQUE AERO
19/1/2022;33.3;5.0;LAS LOMITAS
19/1/2022;38.7;11.0;RIO GRANDE
20/1/2022;20.2;10.9;AEROPARQUE AERO
20/1/2022;23.9;10.0;LAS LOMITAS
20/1/2022;32.3;2.1;RIO GRANDE
21/1/2022;24.9;5.9;AEROPARQUE AERO
21/1/2022;29.4;2.3;LAS LOMITAS
21/1/2022;26.6;0.4;RIO GRANDE
22/1/2022;20.5;16.2;AEROPARQUE AERO
22/1/2022;39.9;17.0;LAS LOMITAS
22/1/2022;22.4;15.8;RIO GRANDE
23/1/2022;23.3;3.9;AEROPARQUE AERO
23/1/2022;30.6;4.5;LAS LOMITAS
23/1/2022;22.6;2.6;RIO GRANDE
24/1/2022;36.1;7.4;AEROPARQUE AERO
24/1/2022;21.3;7.5;LAS LOMITAS
24/1/2022;26.2;3.5;RIO GRANDE
25/1/2022;32.5;6.0;AEROPARQUE AERO
25/1/2022;20.7;2.2;LAS LOMITAS
25/1/2022;35.0;11.0;RIO GRANDE
26/1/2022;28.4;19.7;AEROPARQUE AERO
26/1/2022;28.6;8.4;LAS LOMITAS
26/1/2022;35.9;15.0;RIO GRANDE
27/1/2022;31.0;14.4;AEROPARQUE AERO
27/1/2022;27.9;5.9;LAS LOMITAS
27/1/2022;39.9;17.5;RIO GRANDE
28/1/2022;39.0;1.1;AEROPARQUE AERO
28/1/2022;36.0;15.9;LAS LOMITAS
28/1/2022;22.3;10.7;RIO GRANDE
29/1/2022;37.2;1.3;AEROPARQUE AERO
29/1/2022;33.7;6.2;LAS LOMITAS
29/1/2022;20.4;4.7;RIO GRANDE
30/1/2022;25.7;5.6;AEROPARQUE AERO
30/1/2022;38.6;10.3;LAS LOMITAS
30/1/2022;21.5;15.0;RIO GRANDE
31/1/2022;32.9;1.3;AEROPARQUE AERO
31/1/2022;27.5;1.5;LAS LOMITAS
31/1/2022;33.2;15.4;RIO GRANDE
1/2/2022;31.9;9.4;AEROPARQUE AERO
1/2/2022;27.7;18.2;LAS LOMITAS
1/2/2022;24.8;3.9;RIO GRANDE
2/2/2022;28.0;18.0;AEROPARQUE AERO
2/2/2022;20.2;15.2;LAS LOMITAS
2/2/2022;28.2;7.4;RIO GRANDE
3/2/2022;27.9;2.7;AEROPARQUE AERO
3/2/2022;26.7;15.3;LAS LOMITAS
3/2/2022;29.4;19.3;RIO GRANDE
4/2/2022;33.1;17.5;AEROPARQUE AERO
4/2/2022;23.8;7.5;LAS LOMITAS
4/2/2022;39.6;17.1;RIO GRANDE
5/2/2022;20.9;19.2;AEROPARQUE AERO
5/2/2022;23.2;17.7;LAS LOMITAS
5/2/2022;34.5;1.9;RIO GRANDE
6/2/2022;37.5;14.9;AEROPARQUE AERO
6/2/2022;20.1;6.3;LAS LOMITAS
6/2/2022;23.9;14.7;RIO GRANDE
7/2/2022;22.4;4.0;AEROPARQUE AERO
7/2/2022;38.6;2.6;LAS LOMITAS
7/2/2022;30.3;6.5;RIO GRANDE
8/2/2022;31.9;8.6;AEROPARQUE AERO
8/2/2022;37.8;19.7;LAS LOMITAS
8/2/2022;32.9;3.5;RIO GRANDE
9/2/2022;22.7;13.9;AEROPARQUE AERO
9/2/2022;36.2;10.1;LAS LOMITAS
9/2/2022;32.0;0.0;RIO GRANDE
10/2/2022;25.0;18.0;AEROPARQUE AERO
10/2/2022;31.2;13.3;LAS LOMITAS
10/2/2022;36.9;13.9;RIO GRANDE
11/2/2022;39.5;13.9;AEROPARQUE AERO
11/2/2022;36.3;18.7;LAS LOMITAS
11/2/2022;22.5;13.1;RIO GRANDE
12/2/2022;34.1;12.5;AEROPARQUE AERO
12/2/2022;22.5;16.9;LAS LOMITAS
12/2/2022;22.4;6.4;RIO GRANDE
13/2/2022;30.2;2.9;AEROPARQUE AERO
13/2/2022;24.9;15.2;LAS LOMITAS
13/2/2022;38.4;8.1;RIO GRANDE
14/2/2022;23.1;18.2;AEROPARQUE AERO
14/2/2022;25.8;8.6;LAS LOMITAS
14/2/2022;29.9;9.3;RIO GRANDE
15/2/2022;31.5;15.3;AEROPARQUE AERO
15/2/2022;31.4;13.6;LAS LOMITAS
15/2/2022;35.9;11.8;RIO GRANDE
16/2/2022;21.7;5.5;AEROPARQUE AERO
16/2/2022;28.6;10.0;LAS LOMITAS
16/2/2022;25.9;8.6;RIO GRANDE
17/2/2022;30.2;4.5;AEROPARQUE AERO
17/2/2022;28.5;18.9;LAS LOMITAS
17/2/2022;24.0;2.8;RIO GRANDE
18/2/2022;27.7;19.2;AEROPARQUE AERO
18/2/2022;36.2;9.9;LAS LOMITAS
18/2/2022;21.2;10.7;RIO GRANDE
19/2/2022;22.6;7.9;AEROPARQUE AERO
19/2/2022;23.0;9.5;LAS LOMITAS
19/2/2022;25.4;8.2;RIO GRANDE
20/2/2022;20.6;2.6;AEROPARQUE AERO
20/2/2022;25.9;2.2;LAS LOMITAS
20/2/2022;22.8;17.1;RIO GRANDE
21/2/2022;31.1;8.7;AEROPARQUE AERO
21/2/2022;24.9;13.1;LAS LOMITAS
21/2/2022;20.1;7.0;RIO GRANDE
22/2/2022;38.7;10.6;AEROPARQUE AERO
22/2/2022;24.1;2.3;LAS LOMITAS
22/2/2022;28.9;10.4;RIO GRANDE
23/2/2022;38.0;19.9;AEROPARQUE AERO
23/2/2022;23.3;11.4;LAS LOMITAS
23/2/2022;20.6;1.7;RIO GRANDE
24/2/2022;25.2;17.0;AEROPARQUE AERO
24/2/2022;26.4;14.8;LAS LOMITAS
24/2/2022;37.2;2.9;RIO GRANDE
25/2/2022;30.9;3.9;AEROPARQUE AERO
25/2/2022;22.0;1.4;LAS LOMITAS
25/2/2022;23.2;7.4;RIO GRANDE
26/2/2022;33.8;10.5;AEROPARQUE AERO
26/2/2022;20.7;5.4;LAS LOMITAS
26/2/2022;28.1;5.0;RIO GRANDE
27/2/2022;30.6;0.5;AEROPARQUE AERO
27/2/2022;21.4;7.5;LAS LOMITAS
27/2/2022;37.7;12.4;RIO GRANDE
28/2/2022;31.9;1.6;AEROPARQUE AERO
28/2/2022;30.5;6.5;LAS LOMITAS
28/2/2022;22.4;19.6;RIO GRANDE
1/3/2022;28.2;19.8;AEROPARQUE AERO
1/3/2022;20.5;12.1;LAS LOMITAS
1/3/2022;28.3;4.4;RIO GRANDE
2/3/2022;23.1;7.9;AEROPARQUE AERO
2/3/2022;24.1;8.9;LAS LOMITAS
2/3/2022;40.0;17.0;RIO GRANDE
3/3/2022;33.5;7.2;AEROPARQUE AERO
3/3/2022;25.8;6.5;LAS LOMITAS
3/3/2022;25.5;3.3;RIO GRANDE
4/3/2022;36.0;17.8;AEROPARQUE AERO
4/3/2022;25.3;0.6;LAS LOMITAS
4/3/2022;28.1;15.8;RIO GRANDE
5/3/2022;31.5;0.6;AEROPARQUE AERO
5/3/2022;39.0;12.1;LAS LOMITAS
5/3/2022;23.6;5.4;RIO GRANDE
6/3/2022;21.2;4.2;AEROPARQUE AERO
6/3/2022;34.8;16.2;LAS LOMITAS
6/3/2022;27.6;14.8;RIO GRANDE
7/3/2022;34.0;12.2;AEROPARQUE AERO
7/3/2022;21.7;14.6;LAS LOMITAS
7/3/2022;26.8;8.9;RIO GRANDE
8/3/2022;23.9;17.3;AEROPARQUE AERO
8/3/2022;22.9;18.4;LAS LOMITAS
8/3/2022;25.1;13.7;RIO GRANDE
9/3/2022;35.7;19.8;AEROPARQUE AERO
9/3/2022;22.4;19.8;LAS LOMITAS
9/3/2022;36.9;0.3;RIO GRANDE
10/3/2022;28.9;16.8;AEROPARQUE AERO
10/3/2022;21.1;0.0;LAS LOMITAS
10/3/2022;22.2;18.9;RIO GRANDE
11/3/2022;21.9;9.3;AEROPARQUE AERO
11/3/2022;25.4;18.9;LAS LOMITAS
11/3/2022;26.5;8.3;RIO GRANDE
12/3/2022;27.1;13.9;AEROPARQUE AERO
12/3/2022;24.3;14.8;LAS LOMITAS
12/3/2022;32.9;17.0;RIO GRANDE
13/3/2022;32.8;9.5;AEROPARQUE AERO
13/3/2022;28.3;18.0;LAS LOMITAS
13/3/2022;30.3;6.2;RIO GRANDE
14/3/2022;27.1;19.4;AEROPARQUE AERO
14/3/2022;21.5;4.6;LAS LOMITAS
14/3/2022;36.8;18.1;RIO GRANDE
15/3/2022;29.5;15.8;AEROPARQUE AERO
15/3/2022;35.2;4.4;LAS LOMITAS
15/3/2022;35.4;14.2;RIO GRANDE
16/3/2022;28.5;5.5;AEROPARQUE AERO
16/3/2022;34.0;7.4;LAS LOMITAS
16/3/2022;25.8;18.3;RIO GRANDE
17/3/2022;30.5;0.3;AEROPARQUE AERO
17/3/2022;34.8;16.2;LAS LOMITAS
17/3/2022;36.3;5.7;RIO GRANDE
18/3/2022;21.8;2.6;AEROPARQUE AERO
18/3/2022;33.1;7.6;LAS LOMITAS
18/3/2022;26.9;13.2;RIO GRANDE
19/3/2022;26.6;18.1;AEROPARQUE AERO
19/3/2022;32.2;18.2;LAS LOMITAS
19/3/2022;34.7;12.2;RIO GRANDE
20/3/2022;20.7;1.2;AEROPARQUE AERO
20/3/2022;27.0;11.2;LAS LOMITAS
20/3/2022;32.3;8.7;RIO GRANDE
21/3/2022;29.8;16.4;AEROPARQUE AERO
21/3/2022;24.9;12.9;LAS LOMITAS
21/3/2022;33.2;3.8;RIO GRANDE
22/3/2022;27.9;2.1;AEROPARQUE AERO
22/3/2022;38.5;15.1;LAS LOMITAS
22/3/2022;31.8;7.9;RIO GRANDE
23/3/2022;22.0;18.9;AEROPARQUE AERO
23/3/2022;30.3;16.7;LAS LOMITAS
23/3/2022;27.2;1.9;RIO GRANDE
24/3/2022;23.0;8.2;AEROPARQUE AERO
24/3/2022;38.8;2.0;LAS LOMITAS
24/3/2022;30.0;5.4;RIO GRANDE
25/3/2022;25.3;18.5;AEROPARQUE AERO
25/3/2022;37.8;9.4;LAS LOMITAS
25/3/2022;22.1;10.7;RIO GRANDE
26/3/2022;29.4;13.2;AEROPARQUE AERO
26/3/2022;38.1;17.6;LAS LOMITAS
26/3/2022;26.7;5.7;RIO GRANDE
27/3/2022;25.2;18.7;AEROPARQUE AERO
27/3/2022;25.8;11.6;LAS LOMITAS
27/3/2022;35.7;16.1;RIO GRANDE
28/3/2022;35.3;16.3;AEROPARQUE AERO
28/3/2022;28.1;17.0;LAS LOMITAS
28/3/2022;36.7;11.0;RIO GRANDE
29/3/2022;31.2;17.5;AEROPARQUE AERO
29/3/2022;25.5;19.0;LAS LOMITAS
29/3/2022;23.8;17.6;RIO GRANDE
30/3/2022;21.5;1.9;AEROPARQUE AERO
30/3/2022;25.8;3.6;LAS LOMITAS
30/3/2022;39.1;4.9;RIO GRANDE
31/3/2022;38.8;14.0;AEROPARQUE AERO
31/3/2022;38.6;3.3;LAS LOMITAS
31/3/2022;28.8;8.5;RIO GRANDE
1/4/2022;28.7;13.6;AEROPARQUE AERO
1/4/2022;27.6;6.0;LAS LOMITAS
1/4/2022;31.1;11.3;RIO GRANDE
2/4/2022;23.5;5.8;AEROPARQUE AERO
2/4/2022;26.0;7.9;LAS LOMITAS
2/4/2022;32.5;8.2;RIO GRANDE
3/4/2022;22.9;18.5;AEROPARQUE AERO
3/4/2022;21.2;14.2;LAS LOMITAS
3/4/2022;22.6;9.2;RIO GRANDE
4/4/2022;33.5;13.4;AEROPARQUE AERO
4/4/2022;24.0;16.9;LAS LOMITAS
4/4/2022;37.9;13.4;RIO GRANDE
5/4/2022;25.9;8.7;AEROPARQUE AERO
5/4/2022;32.9;18.6;LAS LOMITAS
5/4/2022;25.9;17.8;RIO GRANDE
6/4/2022;31.3;17.1;AEROPARQUE AERO
6/4/2022;39.1;8.9;LAS LOMITAS
6/4/2022;28.6;8.1;RIO GRANDE
7/4/2022;30.2;11.1;AEROPARQUE AERO
7/4/2022;21.0;17.0;LAS LOMITAS
7/4/2022;37.2;1.0;RIO GRANDE
8/4/2022;23.9;9.0;AEROPARQUE AERO
8/4/2022;35.0;2.8;LAS LOMITAS
8/4/2022;32.5;15.9;RIO GRANDE
9/4/2022;32.1;9.5;AEROPARQUE AERO
9/4/2022;21.0;10.5;LAS LOMITAS
9/4/2022;36.8;19.2;RIO GRANDE
10/4/2022;35.3;12.1;AEROPARQUE AERO
10/4/2022;28.4;7.2;LAS LOMITAS
10/4/2022;30.5;0.2;RIO GRANDE
11/4/2022;21.8;10.1;AEROPARQUE AERO
11/4/2022;22.4;14.3;LAS LOMITAS
11/4/2022;34.1;0.5;RIO GRANDE
12/4/2022;28.6;5.6;AEROPARQUE AERO
12/4/2022;22.5;4.1;LAS LOMITAS
12/4/2022;26.6;6.9;RIO GRANDE
13/4/2022;28.4;7.8;AEROPARQUE AERO
13/4/2022;26.1;9.2;LAS LOMITAS
13/4/2022;34.3;4.5;RIO GRANDE
14/4/2022;38.2;6.8;AEROPARQUE AERO
14/4/2022;20.8;2.9;LAS LOMITAS
14/4/2022;27.1;16.9;RIO GRANDE
15/4/2022;36.8;9.6;AEROPARQUE AERO
15/4/2022;38.1;0.5;LAS LOMITAS
15/4/2022;23.1;15.8;RIO GRANDE
16/4/2022;30.9;9.8;AEROPARQUE AERO
16/4/2022;34.1;18.0;LAS LOMITAS
16/4/2022;21.0;17.2;RIO GRANDE
17/4/2022;21.5;8.7;AEROPARQUE AERO
17/4/2022;39.3;1.3;LAS LOMITAS
17/4/2022;29.1;7.7;RIO GRANDE
18/4/2022;30.9;5.5;AEROPARQUE AERO
18/4/2022;22.6;15.0;LAS LOMITAS
18/4/2022;23.7;15.8;RIO GRANDE
19/4/2022;23.1;19.2;AEROPARQUE AERO
19/4/2022;32.3;3.4;LAS LOMITAS
19/4/2022;34.0;8.7;RIO GRANDE
20/4/2022;32.4;8.9;AEROPARQUE AERO
20/4/2022;26.0;2.8;LAS LOMITAS
20/4/2022;25.5;1.5;RIO GRANDE
21/4/2022;21.8;17.6;AEROPARQUE AERO
21/4/2022;38.5;14.5;LAS LOMITAS
21/4/2022;21.0;1.7;RIO GRANDE
22/4/2022;26.2;15.0;AEROPARQUE AERO
22/4/2022;23.3;15.0;LAS LOMITAS
22/4/2022;37.1;2.1;RIO GRANDE
23/4/2022;28.8;17.1;AEROPARQUE AERO
23/4/2022;21.0;2.4;LAS LOMITAS
23/4/2022;39.7;16.6;RIO GRANDE
24/4/2022;24.3;8.9;AEROPARQUE AERO
24/4/2022;38.3;10.0;LAS LOMITAS
24/4/2022;28.0;2.7;RIO GRANDE
25/4/2022;27.1;15.3;AEROPARQUE AERO
25/4/2022;34.5;2.7;LAS LOMITAS
25/4/2022;29.7;12.7;RIO GRANDE
26/4/2022;33.1;5.3;AEROPARQUE AERO
26/4/2022;20.4;15.0;LAS LOMITAS
26/4/2022;38.1;14.3;RIO GRANDE
27/4/2022;29.6;12.7;AEROPARQUE AERO
27/4/2022;25.9;15.1;LAS LOMITAS
27/4/2022;38.7;7.5;RIO GRANDE
28/4/2022;29.2;5.9;AEROPARQUE AERO
28/4/2022;34.1;0.0;LAS LOMITAS
28/4/2022;22.4;14.3;RIO GRANDE
29/4/2022;38.0;8.4;AEROPARQUE AERO
29/4/2022;31.9;12.5;LAS LOMITAS
29/4/2022;38.7;12.6;RIO GRANDE
30/4/2022;27.1;9.5;AEROPARQUE AERO
30/4/2022;29.3;0.6;LAS LOMITAS
30/4/2022;39.0;4.6;RIO GRANDE
1/5/2022;32.5;12.7;AEROPARQUE AERO
1/5/2022;31.2;5.7;LAS LOMITAS
1/5/2022;21.3;9.3;RIO GRANDE
2/5/2022;29.7;14.2;AEROPARQUE AERO
2/5/2022;20.9;9.1;LAS LOMITAS
2/5/2022;28.7;13.5;RIO GRANDE
3/5/2022;24.6;15.6;AEROPARQUE AERO
3/5/2022;33.2;17.4;LAS LOMITAS
3/5/2022;32.0;8.1;RIO GRANDE
4/5/2022;23.5;4.6;AEROPARQUE AERO
4/5/2022;36.3;10.2;LAS LOMITAS
4/5/2022;33.4;7.5;RIO GRANDE
5/5/2022;23.2;11.3;AEROPARQUE AERO
5/5/2022;38.1;18.4;LAS LOMITAS
5/5/2022;22.2;16.1;RIO GRANDE
6/5/2022;30.7;18.6;AEROPARQUE AERO
6/5/2022;24.2;1.2;LAS LOMITAS
6/5/2022;25.1;8.2;RIO GRANDE
7/5/2022;26.2;0.6;AEROPARQUE AERO
7/5/2022;30.7;16.0;LAS LOMITAS
7/5/2022;26.5;6.6;RIO GRANDE
8/5/2022;36.0;7.3;AEROPARQUE AERO
8/5/2022;25.4;7.8;LAS LOMITAS
8/5/2022;29.9;6.5;RIO GRANDE
9/5/2022;34.9;18.3;AEROPARQUE AERO
9/5/2022;21.1;4.5;LAS LOMITAS
9/5/2022;23.7;1.5;RIO GRANDE
10/5/2022;28.5;0.3;AEROPARQUE AERO
10/5/2022;28.1;15.6;LAS LOMITAS
10/5/2022;23.2;8.8;RIO GRANDE
11/5/2022;30.0;1.1;AEROPARQUE AERO
11/5/2022;38.8;11.2;LAS LOMITAS
11/5/2022;20.5;5.7;RIO GRANDE
12/5/2022;29.0;12.6;AEROPARQUE AERO
12/5/2022;21.4;15.7;LAS LOMITAS
12/5/2022;30.5;10.4;RIO GRANDE
13/5/2022;23.2;15.8;AEROPARQUE AERO
13/5/2022;39.2;15.6;LAS LOMITAS
13/5/2022;26.9;12.1;RIO GRANDE
14/5/2022;28.4;8.4;AEROPARQUE AERO
14/5/2022;34.7;11.2;LAS LOMITAS
14/5/2022;24.6;19.9;RIO GRANDE
15/5/2022;38.7;12.5;AEROPARQUE AERO
15/5/2022;38.8;7.4;LAS LOMITAS
15/5/2022;31.6;0.7;RIO GRANDE
16/5/2022;21.1;12.0;AEROPARQUE AERO
16/5/2022;28.4;9.5;LAS LOMITAS
16/5/2022;39.4;14.3;RIO GRANDE
17/5/2022;39.0;18.3;AEROPARQUE AERO
17/5/2022;30.6;15.0;LAS LOMITAS
17/5/2022;23.9;14.7;RIO GRANDE
18/5/2022;37.7;15.7;AEROPARQUE AERO
18/5/2022;24.2;3.1;LAS LOMITAS
18/5/2022;32.2;18.6;RIO GRANDE
19/5/2022;20.1;16.1;AEROPARQUE AERO
19/5/2022;40.0;15.4;LAS LOMITAS
19/5/2022;33.5;2.0;RIO GRANDE
20/5/2022;32.6;1.6;AEROPARQUE AERO
20/5/2022;33.6;18.9;LAS LOMITAS
20/5/2022;32.7;19.3;RIO GRANDE
21/5/2022;39.9;6.7;AEROPARQUE AERO
21/5/2022;30.2;3.5;LAS LOMITAS
21/5/2022;38.9;13.9;RIO GRANDE
22/5/2022;37.8;6.3;AEROPARQUE AERO
22/5/2022;21.3;2.5;LAS LOMITAS
22/5/2022;30.1;12.5;RIO GRANDE
23/5/2022;21.1;8.5;AEROPARQUE AERO
23/5/2022;30.8;9.6;LAS LOMITAS
23/5/2022;36.4;17.5;RIO GRANDE
24/5/2022;23.7;6.7;AEROPARQUE AERO
24/5/2022;28.4;18.5;LAS LOMITAS
24/5/2022;30.7;5.9;RIO GRANDE
25/5/2022;21.7;15.2;AEROPARQUE AERO
25/5/2022;38.5;19.2;LAS LOMITAS
25/5/2022;32.7;11.1;RIO GRANDE
26/5/2022;29.8;6.1;AEROPARQUE AERO
26/5/2022;26.4;14.8;LAS LOMITAS
26/5/2022;24.9;8.1;RIO GRANDE
27/5/2022;31.2;8.1;AEROPARQUE AERO
27/5/2022;32.1;6.7;LAS LOMITAS
27/5/2022;39.8;13.6;RIO GRANDE
28/5/2022;36.2;3.1;AEROPARQUE AERO
28/5/2022;32.4;11.0;LAS LOMITAS
28/5/2022;21.7;18.9;RIO GRANDE
29/5/2022;31.6;1.5;AEROPARQUE AERO
29/5/2022;22.1;2.7;LAS LOMITAS
29/5/2022;27.4;3.9;RIO GRANDE
30/5/2022;27.1;7.1;AEROPARQUE AERO
30/5/2022;36.0;14.8;LAS LOMITAS
30/5/2022;36.7;2.9;RIO GRANDE
31/5/2022;37.2;17.2;AEROPARQUE AERO
31/5/2022;22.2;17.3;LAS LOMITAS
31/5/2022;34.0;5.1;RIO GRANDE
1/6/2022;27.4;17.5;AEROPARQUE AERO
1/6/2022;31.1;12.4;LAS LOMITAS
1/6/2022;33.3;1.5;RIO GRANDE
2/6/2022;27.3;18.2;AEROPARQUE AERO
2/6/2022;21.8;10.6;LAS LOMITAS
2/6/2022;31.8;11.8;RIO GRANDE
3/6/2022;23.6;13.1;AEROPARQUE AERO
3/6/2022;35.6;11.1;LAS LOMITAS
3/6/2022;28.6;1.4;RIO GRANDE
4/6/2022;25.5;5.3;AEROPARQUE AERO
4/6/2022;37.0;15.1;LAS LOMITAS
4/6/2022;22.8;6.8;RIO GRANDE
5/6/2022;35.6;17.3;AEROPARQUE AERO
5/6/2022;21.2;8.8;LAS LOMITAS
5/6/2022;24.0;13.5;RIO GRANDE
6/6/2022;35.5;14.1;AEROPARQUE AERO
6/6/2022;37.3;5.1;LAS LOMITAS
6/6/2022;21.2;16.6;RIO GRANDE
7/6/2022;37.0;15.1;AEROPARQUE AERO
7/6/2022;27.5;12.8;LAS LOMITAS
7/6/2022;38.8;1.0;RIO GRANDE
8/6/2022;21.3;17.7;AEROPARQUE AERO
8/6/2022;34.4;16.3;LAS LOMITAS
8/6/2022;30.7;16.2;RIO GRANDE
9/6/2022;39.7;14.2;AEROPARQUE AERO
9/6/2022;31.4;19.4;LAS LOMITAS
9/6/2022;30.9;4.6;RIO GRANDE
10/6/2022;30.8;14.6;AEROPARQUE AERO
10/6/2022;35.0;11.4;LAS LOMITAS
10/6/2022;30.7;18.2;RIO GRANDE
11/6/2022;37.0;13.6;AEROPARQUE AERO
11/6/2022;28.3;8.8;LAS LOMITAS
11/6/2022;23.8;0.8;RIO GRANDE
12/6/2022;25.2;2.9;AEROPARQUE AERO
12/6/2022;32.8;6.4;LAS LOMITAS
12/6/2022;32.0;4.2;RIO GRANDE
13/6/2022;27.7;10.7;AEROPARQUE AERO
13/6/2022;23.5;0.6;LAS LOMITAS
13/6/2022;31.6;19.9;RIO GRANDE
14/6/2022;35.2;1.1;AEROPARQUE AERO
14/6/2022;35.3;11.7;LAS LOMITAS
14/6/2022;28.8;5.8;RIO GRANDE
15/6/2022;36.7;3.6;AEROPARQUE AERO
15/6/2022;37.2;3.8;LAS LOMITAS
15/6/2022;32.3;19.0;RIO GRANDE
16/6/2022;27.8;1.2;AEROPARQUE AERO
16/6/2022;38.2;11.7;LAS LOMITAS
16/6/2022;23.4;11.3;RIO GRANDE
17/6/2022;20.3;3.9;AEROPARQUE AERO
17/6/2022;28.8;15.9;LAS LOMITAS
17/6/2022;33.8;8.8;RIO GRANDE
18/6/2022;33.9;5.4;AEROPARQUE AERO
18/6/2022;33.5;4.5;LAS LOMITAS
18/6/2022;29.3;5.0;RIO GRANDE
19/6/2022;32.7;8.6;AEROPARQUE AERO
19/6/2022;27.5;9.0;LAS LOMITAS
19/6/2022;20.8;15.6;RIO GRANDE
20/6/2022;37.4;14.4;AEROPARQUE AERO
20/6/2022;29.5;6.2;LAS LOMITAS
20/6/2022;21.3;18.6;RIO GRANDE
21/6/2022;28.4;14.5;AEROPARQUE AERO
21/6/2022;27.6;8.7;LAS LOMITAS
21/6/2022;22.8;0.1;RIO GRANDE
22/6/2022;36.3;4.7;AEROPARQUE AERO
22/6/2022;22.9;4.6;LAS LOMITAS
22/6/2022;20.3;2.8;RIO GRANDE
23/6/2022;31.7;12.1;AEROPARQUE AERO
23/6/2022;21.9;4.7;LAS LOMITAS
23/6/2022;32.4;9.7;RIO GRANDE
24/6/2022;38.9;14.0;AEROPARQUE AERO
24/6/2022;23.6;1.6;LAS LOMITAS
24/6/2022;24.8;7.5;RIO GRANDE
25/6/2022;22.9;11.8;AEROPARQUE AERO
25/6/2022;26.7;17.9;LAS LOMITAS
25/6/2022;22.7;2.7;RIO GRANDE
26/6/2022;28.4;16.0;AEROPARQUE AERO
26/6/2022;30.8;19.4;LAS LOMITAS
26/6/2022;39.2;4.5;RIO GRANDE
27/6/2022;37.8;8.6;AEROPARQUE AERO
27/6/2022;28.6;6.8;LAS LOMITAS
27/6/2022;20.4;16.7;RIO GRANDE
28/6/2022;31.7;9.2;AEROPARQUE AERO
28/6/2022;29.5;4.3;LAS LOMITAS
28/6/2022;34.1;6.1;RIO GRANDE
29/6/2022;39.7;16.0;AEROPARQUE AERO
29/6/2022;37.1;2.4;LAS LOMITAS
29/6/2022;21.5;8.9;RIO GRANDE
30/6/2022;21.7;17.7;AEROPARQUE AERO
30/6/2022;39.6;0.3;LAS LOMITAS
30/6/2022;34.1;16.1;RIO GRANDE
1/7/2022;30.5;3.1;AEROPARQUE AERO
1/7/2022;24.0;19.1;LAS LOMITAS
1/7/2022;25.0;14.8;RIO GRANDE
2/7/2022;27.6;6.5;AEROPARQUE AERO
2/7/2022;28.6;17.2;LAS LOMITAS
2/7/2022;35.1;8.8;RIO GRANDE
3/7/2022;23.6;10.8;AEROPARQUE AERO
3/7/2022;35.6;16.0;LAS LOMITAS
3/7/2022;23.5;4.8;RIO GRANDE
4/7/2022;36.5;11.9;AEROPARQUE AERO
4/7/2022;31.1;10.1;LAS LOMITAS
4/7/2022;22.1;11.4;RIO GRANDE
5/7/2022;32.2;5.1;AEROPARQUE AERO
5/7/2022;36.0;3.9;LAS LOMITAS
5/7/2022;21.5;10.4;RIO GRANDE
6/7/2022;29.1;13.4;AEROPARQUE AERO
6/7/2022;33.6;14.1;LAS LOMITAS
